Country/Region,Province/State,date,confirmed,recovered,deaths
Kazakhstan,,1/22/20,0,0.0,0
Kenya,,1/22/20,0,0.0,0
"Korea, South",,1/22/20,1,0.0,0
Kuwait,,1/22/20,0,0.0,0
Kyrgyzstan,,1/22/20,0,0.0,0
Latvia,,1/22/20,0,0.0,0
Lebanon,,1/22/20,0,0.0,0
Liberia,,1/22/20,0,0.0,0
Liechtenstein,,1/22/20,0,0.0,0
Lithuania,,1/22/20,0,0.0,0
Luxembourg,,1/22/20,0,0.0,0
Madagascar,,1/22/20,0,0.0,0
Malaysia,,1/22/20,0,0.0,0
Maldives,,1/22/20,0,0.0,0
Malta,,1/22/20,0,0.0,0
Mauritania,,1/22/20,0,0.0,0
Mauritius,,1/22/20,0,0.0,0
Mexico,,1/22/20,0,0.0,0
Moldova,,1/22/20,0,0.0,0
Monaco,,1/22/20,0,0.0,0
Mongolia,,1/22/20,0,0.0,0
Montenegro,,1/22/20,0,0.0,0
Morocco,,1/22/20,0,0.0,0
Namibia,,1/22/20,0,0.0,0
Nepal,,1/22/20,0,0.0,0
Netherlands,Aruba,1/22/20,0,0.0,0
Netherlands,Curacao,1/22/20,0,0.0,0
Netherlands,Sint Maarten,1/22/20,0,0.0,0
Netherlands,,1/22/20,0,0.0,0
New Zealand,,1/22/20,0,0.0,0
Nicaragua,,1/22/20,0,0.0,0
Niger,,1/22/20,0,0.0,0
Nigeria,,1/22/20,0,0.0,0
North Macedonia,,1/22/20,0,0.0,0
Norway,,1/22/20,0,0.0,0
Oman,,1/22/20,0,0.0,0
Pakistan,,1/22/20,0,0.0,0
Panama,,1/22/20,0,0.0,0
Papua New Guinea,,1/22/20,0,0.0,0
Paraguay,,1/22/20,0,0.0,0
Peru,,1/22/20,0,0.0,0
Philippines,,1/22/20,0,0.0,0
Poland,,1/22/20,0,0.0,0
Portugal,,1/22/20,0,0.0,0
Qatar,,1/22/20,0,0.0,0
Romania,,1/22/20,0,0.0,0
Russia,,1/22/20,0,0.0,0
Rwanda,,1/22/20,0,0.0,0
Saint Lucia,,1/22/20,0,0.0,0
Saint Vincent and the Grenadines,,1/22/20,0,0.0,0
San Marino,,1/22/20,0,0.0,0
Saudi Arabia,,1/22/20,0,0.0,0
Senegal,,1/22/20,0,0.0,0
Serbia,,1/22/20,0,0.0,0
Seychelles,,1/22/20,0,0.0,0
Singapore,,1/22/20,0,0.0,0
Slovakia,,1/22/20,0,0.0,0
Slovenia,,1/22/20,0,0.0,0
Somalia,,1/22/20,0,0.0,0
South Africa,,1/22/20,0,0.0,0
Spain,,1/22/20,0,0.0,0
Sri Lanka,,1/22/20,0,0.0,0
Sudan,,1/22/20,0,0.0,0
Suriname,,1/22/20,0,0.0,0
Sweden,,1/22/20,0,0.0,0
Switzerland,,1/22/20,0,0.0,0
Taiwan*,,1/22/20,1,0.0,0
Tanzania,,1/22/20,0,0.0,0
Thailand,,1/22/20,2,0.0,0
Togo,,1/22/20,0,0.0,0
Trinidad and Tobago,,1/22/20,0,0.0,0
Tunisia,,1/22/20,0,0.0,0
Turkey,,1/22/20,0,0.0,0
Uganda,,1/22/20,0,0.0,0
Ukraine,,1/22/20,0,0.0,0
United Arab Emirates,,1/22/20,0,0.0,0
United Kingdom,Bermuda,1/22/20,0,0.0,0
United Kingdom,Cayman Islands,1/22/20,0,0.0,0
United Kingdom,Channel Islands,1/22/20,0,0.0,0
United Kingdom,Gibraltar,1/22/20,0,0.0,0
United Kingdom,Isle of Man,1/22/20,0,0.0,0
United Kingdom,Montserrat,1/22/20,0,0.0,0
United Kingdom,,1/22/20,0,0.0,0
Uruguay,,1/22/20,0,0.0,0
US,,1/22/20,1,0.0,0
Uzbekistan,,1/22/20,0,0.0,0
Venezuela,,1/22/20,0,0.0,0
Vietnam,,1/22/20,0,0.0,0
Zambia,,1/22/20,0,0.0,0
Zimbabwe,,1/22/20,0,0.0,0
Canada,Diamond Princess,1/22/20,0,0.0,0
Dominica,,1/22/20,0,0.0,0
Grenada,,1/22/20,0,0.0,0
Mozambique,,1/22/20,0,0.0,0
Syria,,1/22/20,0,0.0,0
Timor-Leste,,1/22/20,0,0.0,0
Belize,,1/22/20,0,0.0,0
Canada,Recovered,1/22/20,0,0.0,0
Laos,,1/22/20,0,0.0,0
Libya,,1/22/20,0,0.0,0
West Bank and Gaza,,1/22/20,0,0.0,0
Guinea-Bissau,,1/22/20,0,0.0,0
Mali,,1/22/20,0,0.0,0
Saint Kitts and Nevis,,1/22/20,0,0.0,0
Afghanistan,,1/23/20,0,0.0,0
Albania,,1/23/20,0,0.0,0
Algeria,,1/23/20,0,0.0,0
Andorra,,1/23/20,0,0.0,0
Angola,,1/23/20,0,0.0,0
Antigua and Barbuda,,1/23/20,0,0.0,0
Argentina,,1/23/20,0,0.0,0
Armenia,,1/23/20,0,0.0,0
Australia,Australian Capital Territory,1/23/20,0,0.0,0
Australia,New South Wales,1/23/20,0,0.0,0
Australia,Northern Territory,1/23/20,0,0.0,0
Australia,Queensland,1/23/20,0,0.0,0
Australia,South Australia,1/23/20,0,0.0,0
Australia,Tasmania,1/23/20,0,0.0,0
Australia,Victoria,1/23/20,0,0.0,0
Australia,Western Australia,1/23/20,0,0.0,0
Austria,,1/23/20,0,0.0,0
Azerbaijan,,1/23/20,0,0.0,0
Bahamas,,1/23/20,0,0.0,0
Bahrain,,1/23/20,0,0.0,0
Bangladesh,,1/23/20,0,0.0,0
Barbados,,1/23/20,0,0.0,0
Belarus,,1/23/20,0,0.0,0
Belgium,,1/23/20,0,0.0,0
Benin,,1/23/20,0,0.0,0
Bhutan,,1/23/20,0,0.0,0
Bolivia,,1/23/20,0,0.0,0
Bosnia and Herzegovina,,1/23/20,0,0.0,0
Brazil,,1/23/20,0,0.0,0
Brunei,,1/23/20,0,0.0,0
Bulgaria,,1/23/20,0,0.0,0
Burkina Faso,,1/23/20,0,0.0,0
Cabo Verde,,1/23/20,0,0.0,0
Cambodia,,1/23/20,0,0.0,0
Cameroon,,1/23/20,0,0.0,0
Canada,Alberta,1/23/20,0,0.0,0
Canada,British Columbia,1/23/20,0,0.0,0
Canada,Grand Princess,1/23/20,0,0.0,0
Canada,Manitoba,1/23/20,0,0.0,0
Canada,New Brunswick,1/23/20,0,0.0,0
Canada,Newfoundland and Labrador,1/23/20,0,0.0,0
Canada,Nova Scotia,1/23/20,0,0.0,0
Canada,Ontario,1/23/20,0,0.0,0
Canada,Prince Edward Island,1/23/20,0,0.0,0
Canada,Quebec,1/23/20,0,0.0,0
Canada,Saskatchewan,1/23/20,0,0.0,0
Central African Republic,,1/23/20,0,0.0,0
Chad,,1/23/20,0,0.0,0
Chile,,1/23/20,0,0.0,0
China,Anhui,1/23/20,9,0.0,0
China,Beijing,1/23/20,22,0.0,0
China,Chongqing,1/23/20,9,0.0,0
China,Fujian,1/23/20,5,0.0,0
China,Gansu,1/23/20,2,0.0,0
China,Guangdong,1/23/20,32,2.0,0
China,Guangxi,1/23/20,5,0.0,0
China,Guizhou,1/23/20,3,0.0,0
China,Hainan,1/23/20,5,0.0,0
China,Hebei,1/23/20,1,0.0,1
China,Heilongjiang,1/23/20,2,0.0,0
China,Henan,1/23/20,5,0.0,0
China,Hong Kong,1/23/20,2,0.0,0
China,Hubei,1/23/20,444,28.0,17
China,Hunan,1/23/20,9,0.0,0
China,Inner Mongolia,1/23/20,0,0.0,0
China,Jiangsu,1/23/20,5,0.0,0
China,Jiangxi,1/23/20,7,0.0,0
China,Jilin,1/23/20,1,0.0,0
China,Liaoning,1/23/20,3,0.0,0
China,Macau,1/23/20,2,0.0,0
China,Ningxia,1/23/20,1,0.0,0
China,Qinghai,1/23/20,0,0.0,0
China,Shaanxi,1/23/20,3,0.0,0
China,Shandong,1/23/20,6,0.0,0
China,Shanghai,1/23/20,16,0.0,0
China,Shanxi,1/23/20,1,0.0,0
China,Sichuan,1/23/20,8,0.0,0
China,Tianjin,1/23/20,4,0.0,0
China,Tibet,1/23/20,0,0.0,0
China,Xinjiang,1/23/20,2,0.0,0
China,Yunnan,1/23/20,2,0.0,0
China,Zhejiang,1/23/20,27,0.0,0
Colombia,,1/23/20,0,0.0,0
Congo (Brazzaville),,1/23/20,0,0.0,0
Congo (Kinshasa),,1/23/20,0,0.0,0
Costa Rica,,1/23/20,0,0.0,0
Cote d'Ivoire,,1/23/20,0,0.0,0
Croatia,,1/23/20,0,0.0,0
Diamond Princess,,1/23/20,0,0.0,0
Cuba,,1/23/20,0,0.0,0
Cyprus,,1/23/20,0,0.0,0
Czechia,,1/23/20,0,0.0,0
Denmark,Faroe Islands,1/23/20,0,0.0,0
Denmark,Greenland,1/23/20,0,0.0,0
Denmark,,1/23/20,0,0.0,0
Djibouti,,1/23/20,0,0.0,0
Dominican Republic,,1/23/20,0,0.0,0
Ecuador,,1/23/20,0,0.0,0
Egypt,,1/23/20,0,0.0,0
El Salvador,,1/23/20,0,0.0,0
Equatorial Guinea,,1/23/20,0,0.0,0
Eritrea,,1/23/20,0,0.0,0
Estonia,,1/23/20,0,0.0,0
Eswatini,,1/23/20,0,0.0,0
Ethiopia,,1/23/20,0,0.0,0
Fiji,,1/23/20,0,0.0,0
Finland,,1/23/20,0,0.0,0
France,French Guiana,1/23/20,0,0.0,0
France,French Polynesia,1/23/20,0,0.0,0
France,Guadeloupe,1/23/20,0,0.0,0
France,Guadeloupe,1/23/20,0,0.0,0
France,Mayotte,1/23/20,0,0.0,0
France,New Caledonia,1/23/20,0,0.0,0
France,Reunion,1/23/20,0,0.0,0
France,Saint Barthelemy,1/23/20,0,0.0,0
France,St Martin,1/23/20,0,0.0,0
France,Martinique,1/23/20,0,0.0,0
France,,1/23/20,0,0.0,0
Gabon,,1/23/20,0,0.0,0
Gambia,,1/23/20,0,0.0,0
Georgia,,1/23/20,0,0.0,0
Germany,,1/23/20,0,0.0,0
Ghana,,1/23/20,0,0.0,0
Greece,,1/23/20,0,0.0,0
Guatemala,,1/23/20,0,0.0,0
Guinea,,1/23/20,0,0.0,0
Guyana,,1/23/20,0,0.0,0
Haiti,,1/23/20,0,0.0,0
Holy See,,1/23/20,0,0.0,0
Honduras,,1/23/20,0,0.0,0
Hungary,,1/23/20,0,0.0,0
Iceland,,1/23/20,0,0.0,0
India,,1/23/20,0,0.0,0
Indonesia,,1/23/20,0,0.0,0
Iran,,1/23/20,0,0.0,0
Iraq,,1/23/20,0,0.0,0
Ireland,,1/23/20,0,0.0,0
Israel,,1/23/20,0,0.0,0
Italy,,1/23/20,0,0.0,0
Jamaica,,1/23/20,0,0.0,0
Japan,,1/23/20,2,0.0,0
Jordan,,1/23/20,0,0.0,0
Kazakhstan,,1/23/20,0,0.0,0
Kenya,,1/23/20,0,0.0,0
"Korea, South",,1/23/20,1,0.0,0
Kuwait,,1/23/20,0,0.0,0
Kyrgyzstan,,1/23/20,0,0.0,0
Latvia,,1/23/20,0,0.0,0
Lebanon,,1/23/20,0,0.0,0
Liberia,,1/23/20,0,0.0,0
Liechtenstein,,1/23/20,0,0.0,0
Lithuania,,1/23/20,0,0.0,0
Luxembourg,,1/23/20,0,0.0,0
Madagascar,,1/23/20,0,0.0,0
Malaysia,,1/23/20,0,0.0,0
Maldives,,1/23/20,0,0.0,0
Malta,,1/23/20,0,0.0,0
Mauritania,,1/23/20,0,0.0,0
Mauritius,,1/23/20,0,0.0,0
Mexico,,1/23/20,0,0.0,0
Moldova,,1/23/20,0,0.0,0
Monaco,,1/23/20,0,0.0,0
Mongolia,,1/23/20,0,0.0,0
Montenegro,,1/23/20,0,0.0,0
Morocco,,1/23/20,0,0.0,0
Namibia,,1/23/20,0,0.0,0
Nepal,,1/23/20,0,0.0,0
Netherlands,Aruba,1/23/20,0,0.0,0
Netherlands,Curacao,1/23/20,0,0.0,0
Netherlands,Sint Maarten,1/23/20,0,0.0,0
Netherlands,,1/23/20,0,0.0,0
New Zealand,,1/23/20,0,0.0,0
Nicaragua,,1/23/20,0,0.0,0
Niger,,1/23/20,0,0.0,0
Nigeria,,1/23/20,0,0.0,0
North Macedonia,,1/23/20,0,0.0,0
Norway,,1/23/20,0,0.0,0
Oman,,1/23/20,0,0.0,0
Pakistan,,1/23/20,0,0.0,0
Panama,,1/23/20,0,0.0,0
Papua New Guinea,,1/23/20,0,0.0,0
Paraguay,,1/23/20,0,0.0,0
Peru,,1/23/20,0,0.0,0
Philippines,,1/23/20,0,0.0,0
Poland,,1/23/20,0,0.0,0
Portugal,,1/23/20,0,0.0,0
Qatar,,1/23/20,0,0.0,0
Romania,,1/23/20,0,0.0,0
Russia,,1/23/20,0,0.0,0
Rwanda,,1/23/20,0,0.0,0
Saint Lucia,,1/23/20,0,0.0,0
Saint Vincent and the Grenadines,,1/23/20,0,0.0,0
San Marino,,1/23/20,0,0.0,0
Saudi Arabia,,1/23/20,0,0.0,0
Senegal,,1/23/20,0,0.0,0
Serbia,,1/23/20,0,0.0,0
Seychelles,,1/23/20,0,0.0,0
Singapore,,1/23/20,1,0.0,0
Slovakia,,1/23/20,0,0.0,0
Slovenia,,1/23/20,0,0.0,0
Somalia,,1/23/20,0,0.0,0
South Africa,,1/23/20,0,0.0,0
Spain,,1/23/20,0,0.0,0
Sri Lanka,,1/23/20,0,0.0,0
Sudan,,1/23/20,0,0.0,0
Suriname,,1/23/20,0,0.0,0
Sweden,,1/23/20,0,0.0,0
Switzerland,,1/23/20,0,0.0,0
Taiwan*,,1/23/20,1,0.0,0
Tanzania,,1/23/20,0,0.0,0
Thailand,,1/23/20,3,0.0,0
Togo,,1/23/20,0,0.0,0
Trinidad and Tobago,,1/23/20,0,0.0,0
Tunisia,,1/23/20,0,0.0,0
Turkey,,1/23/20,0,0.0,0
Uganda,,1/23/20,0,0.0,0
Ukraine,,1/23/20,0,0.0,0
United Arab Emirates,,1/23/20,0,0.0,0
United Kingdom,Bermuda,1/23/20,0,0.0,0
United Kingdom,Cayman Islands,1/23/20,0,0.0,0
United Kingdom,Channel Islands,1/23/20,0,0.0,0
United Kingdom,Gibraltar,1/23/20,0,0.0,0
United Kingdom,Isle of Man,1/23/20,0,0.0,0
United Kingdom,Montserrat,1/23/20,0,0.0,0
United Kingdom,,1/23/20,0,0.0,0
Uruguay,,1/23/20,0,0.0,0
US,,1/23/20,1,0.0,0
Uzbekistan,,1/23/20,0,0.0,0
Venezuela,,1/23/20,0,0.0,0
Vietnam,,1/23/20,2,0.0,0
Zambia,,1/23/20,0,0.0,0
Zimbabwe,,1/23/20,0,0.0,0
Canada,Diamond Princess,1/23/20,0,0.0,0
Dominica,,1/23/20,0,0.0,0
Grenada,,1/23/20,0,0.0,0
Mozambique,,1/23/20,0,0.0,0
Syria,,1/23/20,0,0.0,0
Timor-Leste,,1/23/20,0,0.0,0
Belize,,1/23/20,0,0.0,0
Canada,Recovered,1/23/20,0,0.0,0
Laos,,1/23/20,0,0.0,0
Libya,,1/23/20,0,0.0,0
West Bank and Gaza,,1/23/20,0,0.0,0
Guinea-Bissau,,1/23/20,0,0.0,0
Mali,,1/23/20,0,0.0,0
Saint Kitts and Nevis,,1/23/20,0,0.0,0
Afghanistan,,1/24/20,0,0.0,0
Albania,,1/24/20,0,0.0,0
Algeria,,1/24/20,0,0.0,0
Andorra,,1/24/20,0,0.0,0
Angola,,1/24/20,0,0.0,0
Antigua and Barbuda,,1/24/20,0,0.0,0
Argentina,,1/24/20,0,0.0,0
Armenia,,1/24/20,0,0.0,0
Australia,Australian Capital Territory,1/24/20,0,0.0,0
Australia,New South Wales,1/24/20,0,0.0,0
Australia,Northern Territory,1/24/20,0,0.0,0
Australia,Queensland,1/24/20,0,0.0,0
Australia,South Australia,1/24/20,0,0.0,0
Australia,Tasmania,1/24/20,0,0.0,0
Australia,Victoria,1/24/20,0,0.0,0
Australia,Western Australia,1/24/20,0,0.0,0
Austria,,1/24/20,0,0.0,0
Azerbaijan,,1/24/20,0,0.0,0
Bahamas,,1/24/20,0,0.0,0
Bahrain,,1/24/20,0,0.0,0
Bangladesh,,1/24/20,0,0.0,0
Barbados,,1/24/20,0,0.0,0
Belarus,,1/24/20,0,0.0,0
Belgium,,1/24/20,0,0.0,0
Benin,,1/24/20,0,0.0,0
Bhutan,,1/24/20,0,0.0,0
Bolivia,,1/24/20,0,0.0,0
Bosnia and Herzegovina,,1/24/20,0,0.0,0
Brazil,,1/24/20,0,0.0,0
Brunei,,1/24/20,0,0.0,0
Bulgaria,,1/24/20,0,0.0,0
Burkina Faso,,1/24/20,0,0.0,0
Cabo Verde,,1/24/20,0,0.0,0
Cambodia,,1/24/20,0,0.0,0
Cameroon,,1/24/20,0,0.0,0
Canada,Alberta,1/24/20,0,0.0,0
Canada,British Columbia,1/24/20,0,0.0,0
Canada,Grand Princess,1/24/20,0,0.0,0
Canada,Manitoba,1/24/20,0,0.0,0
Canada,New Brunswick,1/24/20,0,0.0,0
Canada,Newfoundland and Labrador,1/24/20,0,0.0,0
Canada,Nova Scotia,1/24/20,0,0.0,0
Canada,Ontario,1/24/20,0,0.0,0
Canada,Prince Edward Island,1/24/20,0,0.0,0
Canada,Quebec,1/24/20,0,0.0,0
Canada,Saskatchewan,1/24/20,0,0.0,0
Central African Republic,,1/24/20,0,0.0,0
Chad,,1/24/20,0,0.0,0
Chile,,1/24/20,0,0.0,0
China,Anhui,1/24/20,15,0.0,0
China,Beijing,1/24/20,36,1.0,0
China,Chongqing,1/24/20,27,0.0,0
China,Fujian,1/24/20,10,0.0,0
China,Gansu,1/24/20,2,0.0,0
China,Guangdong,1/24/20,53,2.0,0
China,Guangxi,1/24/20,23,0.0,0
China,Guizhou,1/24/20,3,0.0,0
China,Hainan,1/24/20,8,0.0,0
China,Hebei,1/24/20,2,0.0,1
China,Heilongjiang,1/24/20,4,0.0,1
China,Henan,1/24/20,9,0.0,0
China,Hong Kong,1/24/20,2,0.0,0
China,Hubei,1/24/20,549,31.0,24
China,Hunan,1/24/20,24,0.0,0
China,Inner Mongolia,1/24/20,1,0.0,0
China,Jiangsu,1/24/20,9,0.0,0
China,Jiangxi,1/24/20,18,0.0,0
China,Jilin,1/24/20,3,0.0,0
China,Liaoning,1/24/20,4,0.0,0
China,Macau,1/24/20,2,0.0,0
China,Ningxia,1/24/20,2,0.0,0
China,Qinghai,1/24/20,0,0.0,0
China,Shaanxi,1/24/20,5,0.0,0
China,Shandong,1/24/20,15,0.0,0
China,Shanghai,1/24/20,20,1.0,0
China,Shanxi,1/24/20,1,0.0,0
China,Sichuan,1/24/20,15,0.0,0
China,Tianjin,1/24/20,8,0.0,0
China,Tibet,1/24/20,0,0.0,0
China,Xinjiang,1/24/20,2,0.0,0
China,Yunnan,1/24/20,5,0.0,0
China,Zhejiang,1/24/20,43,1.0,0
Colombia,,1/24/20,0,0.0,0
Congo (Brazzaville),,1/24/20,0,0.0,0
Congo (Kinshasa),,1/24/20,0,0.0,0
Costa Rica,,1/24/20,0,0.0,0
Cote d'Ivoire,,1/24/20,0,0.0,0
Croatia,,1/24/20,0,0.0,0
Diamond Princess,,1/24/20,0,0.0,0
Cuba,,1/24/20,0,0.0,0
Cyprus,,1/24/20,0,0.0,0
Czechia,,1/24/20,0,0.0,0
Denmark,Faroe Islands,1/24/20,0,0.0,0
Denmark,Greenland,1/24/20,0,0.0,0
Denmark,,1/24/20,0,0.0,0
Djibouti,,1/24/20,0,0.0,0
Dominican Republic,,1/24/20,0,0.0,0
Ecuador,,1/24/20,0,0.0,0
Egypt,,1/24/20,0,0.0,0
El Salvador,,1/24/20,0,0.0,0
Equatorial Guinea,,1/24/20,0,0.0,0
Eritrea,,1/24/20,0,0.0,0
Estonia,,1/24/20,0,0.0,0
Eswatini,,1/24/20,0,0.0,0
Ethiopia,,1/24/20,0,0.0,0
Fiji,,1/24/20,0,0.0,0
Finland,,1/24/20,0,0.0,0
France,French Guiana,1/24/20,0,0.0,0
France,French Polynesia,1/24/20,0,0.0,0
France,Guadeloupe,1/24/20,0,0.0,0
France,Guadeloupe,1/24/20,0,0.0,0
France,Mayotte,1/24/20,0,0.0,0
France,New Caledonia,1/24/20,0,0.0,0
France,Reunion,1/24/20,0,0.0,0
France,Saint Barthelemy,1/24/20,0,0.0,0
France,St Martin,1/24/20,0,0.0,0
France,Martinique,1/24/20,0,0.0,0
France,,1/24/20,2,0.0,0
Gabon,,1/24/20,0,0.0,0
Gambia,,1/24/20,0,0.0,0
Georgia,,1/24/20,0,0.0,0
Germany,,1/24/20,0,0.0,0
Ghana,,1/24/20,0,0.0,0
Greece,,1/24/20,0,0.0,0
Guatemala,,1/24/20,0,0.0,0
Guinea,,1/24/20,0,0.0,0
Guyana,,1/24/20,0,0.0,0
Haiti,,1/24/20,0,0.0,0
Holy See,,1/24/20,0,0.0,0
Honduras,,1/24/20,0,0.0,0
Hungary,,1/24/20,0,0.0,0
Iceland,,1/24/20,0,0.0,0
India,,1/24/20,0,0.0,0
Indonesia,,1/24/20,0,0.0,0
Iran,,1/24/20,0,0.0,0
Iraq,,1/24/20,0,0.0,0
Ireland,,1/24/20,0,0.0,0
Israel,,1/24/20,0,0.0,0
Italy,,1/24/20,0,0.0,0
Jamaica,,1/24/20,0,0.0,0
Japan,,1/24/20,2,0.0,0
Jordan,,1/24/20,0,0.0,0
Kazakhstan,,1/24/20,0,0.0,0
Kenya,,1/24/20,0,0.0,0
"Korea, South",,1/24/20,2,0.0,0
Kuwait,,1/24/20,0,0.0,0
Kyrgyzstan,,1/24/20,0,0.0,0
Latvia,,1/24/20,0,0.0,0
Lebanon,,1/24/20,0,0.0,0
Liberia,,1/24/20,0,0.0,0
